adsh,cik,countryinc,filed,form,fy,name,period,Assets,EarningsPerShareBasic,Liabilities,NetIncomeLoss,StockholdersEquity,WeightedAverageNumberOfSharesOutstandingBasic,ticker,sector,stock_price,next_period,next_period_price
0001193125-12-218409,798783,US,2012-05-08,10-Q,2012.0,UNIVERSAL HEALTH REALTY INCOME TRUST,2012-03-31,395453000.0,0.75,204537000.0,9514000.0,190835000.0,12652000.0,UHT,CONSUMER SERVICES,39.63,2012-06-30,41.53
0001193125-12-218608,846913,US,2012-05-08,10-Q,2012.0,"FUEL TECH, INC.",2012-03-31,107114000.0,0.07,18188000.0,1543000.0,88926000.0,23591000.0,FTEK,CAPITAL GOODS,5.46,2012-06-30,4.88
0001193125-12-218614,1350653,US,2012-05-08,10-Q,2012.0,"ALPHATEC HOLDINGS, INC.",2012-03-31,364682000.0,,,-1261000.0,,,ATEC,HEALTH CARE,28.44,2012-06-30,22.08
0001193125-12-218755,1333493,US,2012-05-08,10-Q,2012.0,"EHEALTH, INC.",2012-03-31,172264000.0,0.11,,2125000.0,151546000.0,19536000.0,EHTH,FINANCE,16.31,2012-06-30,16.11
0001193125-12-218835,1524741,US,2012-05-08,10-Q,2012.0,"U.S. SILICA HOLDINGS, INC.",2012-03-31,643050000.0,0.37,443638000.0,19113000.0,199412000.0,,SLCA,BASIC INDUSTRIES,20.94,2012-06-30,11.26
0001193125-12-218924,714310,US,2012-05-08,10-Q,2012.0,VALLEY NATIONAL BANCORP,2012-03-31,15950054000.0,0.18,14456600000.0,34531000.0,1493454000.0,196930733.0,VLY,FINANCE,12.333,2012-06-30,10.6
0001193125-12-219395,1378950,US,2012-05-09,10-Q,2012.0,"U.S. AUTO PARTS NETWORK, INC.",2012-03-31,133559000.0,,72692000.0,-788000.0,60867000.0,,PRTS,CONSUMER SERVICES,3.61,2012-06-30,4.18
0001193125-12-220004,861838,US,2012-05-09,10-Q,2012.0,"IDERA PHARMACEUTICALS, INC.",2012-03-31,19632000.0,-0.25,8140000.0,-6886000.0,5571000.0,27637000.0,IDRA,HEALTH CARE,13.84,2012-06-30,8.48
0001193125-12-220200,1347178,US,2012-05-09,10-Q,2012.0,VANDA PHARMACEUTICALS INC.,2012-03-31,172599000.0,-0.28,145679000.0,-7962000.0,26920000.0,28226743.0,VNDA,HEALTH CARE,4.79,2012-06-30,4.4
0001193125-12-221113,1487730,US,2012-05-09,10-Q,2012.0,"SPECTRUM BRANDS HOLDINGS, INC.",2012-03-31,3848862000.0,,2864468000.0,,984394000.0,,SPB,MISCELLANEOUS,31.975,2012-06-30,48.086
0001193125-12-221235,1410172,US,2012-05-09,10-Q,2012.0,"RUBICON TECHNOLOGY, INC.",2012-03-31,246530000.0,-0.15,21129000.0,-3367000.0,225401000.0,22514539.0,RBCN,TECHNOLOGY,104.3,2012-06-30,102.0
0001193125-12-221442,826154,US,2012-05-09,10-Q,2012.0,ORRSTOWN FINANCIAL SERVICES INC,2012-03-31,1446741000.0,-1.02,1327516000.0,-8218000.0,119225000.0,,ORRF,FINANCE,8.77,2012-06-30,8.03
0001193125-12-221585,884219,US,2012-05-09,10-Q,2012.0,VIAD CORP,2012-03-31,636116000.0,0.05,245126000.0,1027000.0,382918000.0,19645000.0,VVI,MISCELLANEOUS,19.43,2012-06-30,20.0
0001193125-12-221716,1157408,US,2012-05-09,10-Q,2012.0,K12 INC,2012-03-31,651734000.0,0.18,156597000.0,6977000.0,473815000.0,35876629.0,LRN,CONSUMER SERVICES,23.63,2012-06-30,23.3
0001193125-12-221786,1447051,US,2012-05-09,10-Q,2012.0,TERRITORIAL BANCORP INC.,2012-03-31,1572044000.0,0.35,1355055000.0,3540000.0,216989000.0,10192115.0,TBNK,FINANCE,20.81,2012-06-30,22.77
0001193125-12-221835,1436425,US,2012-05-09,10-Q,2012.0,"HOME BANCORP, INC.",2012-03-31,979554116.0,0.3,841833024.0,2060457.0,137721092.0,,HBCP,FINANCE,17.44,2012-06-30,17.13
0001193125-12-221964,1394074,US,2012-05-09,10-Q,2012.0,"SPECTRA ENERGY PARTNERS, LP",2012-03-31,2454300000.0,,,52400000.0,,,SEP,PUBLIC UTILITIES,31.95,2012-06-30,30.43
0001193125-12-222079,1084961,US,2012-05-09,10-Q,2012.0,ENCORE CAPITAL GROUP INC,2012-03-31,837972000.0,0.46,453115000.0,11406000.0,384857000.0,24779000.0,ECPG,FINANCE,22.55,2012-06-30,29.62
0001193125-12-222103,1411342,US,2012-05-09,10-Q,2012.0,ELLINGTON FINANCIAL LLC,2012-03-31,2066578000.0,,1670314000.0,32055000.0,396264000.0,,EFC,FINANCE,19.56,2012-06-30,21.16
0001193125-12-222126,1179929,US,2012-05-09,10-Q,2012.0,MOLINA HEALTHCARE INC,2012-03-31,1740004000.0,0.39,964692000.0,18089000.0,775312000.0,45998000.0,MOH,HEALTH CARE,33.63,2012-06-30,23.46
0001193125-12-222132,1345126,US,2012-05-09,10-Q,2012.0,COMPASS DIVERSIFIED HOLDINGS,2012-03-31,1073192000.0,,537251000.0,-786000.0,478428000.0,,CODI,CONSUMER DURABLES,14.79,2012-06-30,13.96
0001193125-12-222148,896262,US,2012-05-09,10-Q,2012.0,AMEDISYS INC,2012-03-31,855380000.0,0.18,325406000.0,5420000.0,528651000.0,29389000.0,AMED,HEALTH CARE,14.46,2012-06-30,12.45
0001193125-12-222167,1473078,US,2012-05-09,10-Q,2012.0,CHESAPEAKE LODGING TRUST,2012-03-31,974586000.0,,462273000.0,-796000.0,512313000.0,,CHSP,CONSUMER SERVICES,17.97,2012-06-30,17.22
0001193125-12-222259,1357204,US,2012-05-09,10-Q,2012.0,"DUNKIN' BRANDS GROUP, INC.",2012-03-31,3157961000.0,0.22,,25950000.0,748484000.0,,DNKN,CONSUMER SERVICES,30.08,2012-06-30,34.34
0001193125-12-222399,723612,US,2012-05-09,10-Q,2012.0,"AVIS BUDGET GROUP, INC.",2012-03-31,14187000000.0,-0.22,,,,105900000.0,CAR,CONSUMER SERVICES,14.15,2012-06-30,15.2
0001193125-12-222430,1320461,US,2012-05-09,10-Q,2012.0,COOPER-STANDARD HOLDINGS INC.,2012-03-31,2064409000.0,0.97,1284337000.0,23787000.0,637448000.0,,CPS,CAPITAL GOODS,43.74,2012-06-30,
0001193125-12-222496,1352010,US,2012-05-09,10-Q,2012.0,"EPAM SYSTEMS, INC.",2012-03-31,274610000.0,,48603000.0,12099000.0,226007000.0,,EPAM,TECHNOLOGY,20.52,2012-06-30,16.99
0001193125-12-222499,1162112,US,2012-05-09,10-Q,2012.0,"RIGNET, INC.",2012-03-31,142900000.0,0.16,55463000.0,2412000.0,87283000.0,15464000.0,RNET,CONSUMER SERVICES,17.53,2012-06-30,17.39
0001193125-12-222507,1527709,US,2012-05-09,10-Q,2012.0,"MID-CON ENERGY PARTNERS, LP",2012-03-31,96791000.0,,,1662000.0,,,MCEP,ENERGY,23.55,2012-06-30,20.28
0001193125-12-222715,935036,US,2012-05-10,10-Q,2012.0,"ACI WORLDWIDE, INC.",2012-03-31,1228676000.0,-0.05,699501000.0,-1822000.0,529175000.0,36707000.0,ACIW,TECHNOLOGY,13.423,2012-06-30,14.737
0001193125-12-223061,1335258,US,2012-05-10,10-Q,2012.0,"LIVE NATION ENTERTAINMENT, INC.",2012-03-31,5549739000.0,,,-69150000.0,1424127000.0,186522000.0,LYV,CONSUMER SERVICES,9.4,2012-06-30,9.18
0001193125-12-223530,1296445,US,2012-05-10,10-Q,2012.0,"ORMAT TECHNOLOGIES, INC.",2012-03-31,2327769000.0,,1411732000.0,7895000.0,908193000.0,45431000.0,ORA,PUBLIC UTILITIES,20.15,2012-06-30,21.39
0001193125-12-224444,351569,US,2012-05-10,10-Q,2012.0,AMERIS BANCORP,2012-03-31,3043234000.0,,2745537000.0,5365000.0,297697000.0,23762.0,ABCB,FINANCE,13.14,2012-06-30,12.6
0001193125-12-224585,1401700,US,2012-05-10,10-Q,2012.0,"NORTHFIELD BANCORP, INC.",2012-03-31,2405850000.0,,2020691000.0,4948000.0,385159000.0,,NFBK,FINANCE,10.136,2012-06-30,10.129
0001193125-12-224592,1287808,US,2012-05-10,10-Q,2012.0,"HILL INTERNATIONAL, INC.",2012-03-31,408987000.0,-0.17,239976000.0,-6736000.0,150051000.0,38526000.0,HIL,CONSUMER SERVICES,3.93,2012-06-30,3.2
0001193125-12-224971,105319,US,2012-05-10,10-Q,2012.0,WEIGHT WATCHERS INTERNATIONAL INC,2012-03-31,1176123000.0,0.74,3032920000.0,54605000.0,-1856797000.0,73343000.0,WTW,CONSUMER SERVICES,77.19,2012-06-30,51.56
0001193125-12-225119,1110647,US,2012-05-10,10-Q,2012.0,"OCLARO, INC.",2012-03-31,317943000.0,-0.34,141305000.0,-17162000.0,176638000.0,50814000.0,OCLR,TECHNOLOGY,3.94,2012-06-30,3.04
0001193125-12-225178,1519401,US,2012-05-10,10-Q,2012.0,REGIONAL MANAGEMENT CORP.,2012-03-31,316557000.0,0.55,246534000.0,5122000.0,58023000.0,9336727000.0,RM,FINANCE,16.8,2012-06-30,16.45
0001193125-12-225350,1361983,US,2012-05-10,10-Q,2012.0,ORBCOMM INC.,2012-03-31,196969000.0,0.05,22089000.0,2409000.0,175319000.0,46351000.0,ORBC,CONSUMER SERVICES,3.85,2012-06-30,3.26
0001193125-12-225422,1320854,US,2012-05-10,10-Q,2012.0,"FREIGHTCAR AMERICA, INC.",2012-03-31,380753000.0,0.82,173789000.0,9734000.0,206964000.0,11924418.0,RAIL,CAPITAL GOODS,22.49,2012-06-30,22.97
0001193125-12-225429,944148,US,2012-05-10,10-Q,2012.0,"CBIZ, INC.",2012-03-31,857736000.0,0.38,577264000.0,18785000.0,280472000.0,49103000.0,CBZ,MISCELLANEOUS,6.32,2012-06-30,5.94
0001193125-12-225597,1166003,US,2012-05-10,10-Q,2012.0,"XPO LOGISTICS, INC.",2012-03-31,265246000.0,-0.36,,-2694000.0,243334000.0,9501000.0,XPO,CONSUMER SERVICES,16.8,2012-06-30,16.8
0001193125-12-225598,1487371,US,2012-05-10,10-Q,2012.0,"GENMARK DIAGNOSTICS, INC.",2012-03-31,32326000.0,,6518000.0,-5558000.0,25808000.0,,GNMK,HEALTH CARE,4.05,2012-06-30,4.34
0001193125-12-225686,35527,US,2012-05-10,10-Q,2012.0,FIFTH THIRD BANCORP,2012-03-31,116747000000.0,0.46,103137000000.0,430000000.0,13560000000.0,915225816.0,FITB,FINANCE,14.05,2012-06-30,13.4
0001193125-12-225711,1382230,US,2012-05-10,10-Q,2012.0,"ESSA BANCORP, INC.",2012-03-31,1114204000.0,0.06,952174000.0,659000.0,162030000.0,,ESSA,FINANCE,9.8,2012-06-30,10.8
0001193125-12-225746,944809,US,2012-05-10,10-Q,2012.0,"OPKO HEALTH, INC.",2012-03-31,231570000.0,-0.03,52204000.0,-8611000.0,154980000.0,,OPK,HEALTH CARE,4.73,2012-06-30,4.6
0001193125-12-225783,1378946,US,2012-05-10,10-Q,2012.0,"PEOPLE'S UNITED FINANCIAL, INC.",2012-03-31,27807900000.0,0.17,22627300000.0,58600000.0,5180600000.0,344900000.0,PBCT,FINANCE,13.23,2012-06-30,11.61
0001193125-12-225808,1444363,US,2012-05-10,10-Q,2012.0,"GAIN CAPITAL HOLDINGS, INC.",2012-03-31,505041000.0,-0.04,340881000.0,-1247000.0,164160000.0,34480705.0,GCAP,FINANCE,5.02,2012-06-30,4.99
0001193125-12-225828,1514991,US,2012-05-10,10-Q,2012.0,AMC NETWORKS INC.,2012-03-31,2125809000.0,0.62,3130666000.0,43181000.0,-1004857000.0,69871000.0,AMCX,CONSUMER SERVICES,44.63,2012-06-30,35.55
0001193125-12-225835,1002517,US,2012-05-10,10-Q,2012.0,"NUANCE COMMUNICATIONS, INC.",2012-03-31,4707234000.0,0.0,2179642000.0,890000.0,2504723000.0,305282000.0,NUAN,TECHNOLOGY,25.58,2012-06-30,23.82
0001193125-12-225839,1340652,US,2012-05-10,10-Q,2012.0,"CHEMOCENTRYX, INC.",2012-03-31,150115000.0,,13735000.0,-9085000.0,136380000.0,,CCXI,HEALTH CARE,10.66,2012-06-30,15.0
0001193125-12-225892,1124804,US,2012-05-10,10-Q,2012.0,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",2012-03-31,2551622000.0,0.03,1062078000.0,5813000.0,1489544000.0,190561.0,MDRX,TECHNOLOGY,16.6,2012-06-30,10.93
0001193125-12-227760,1466301,US,2012-05-11,10-Q,2012.0,"CLOVIS ONCOLOGY, INC.",2012-03-31,124213000.0,,,-18999000.0,113983000.0,,CLVS,HEALTH CARE,25.45,2012-06-30,21.68
0001193125-12-227980,1288855,US,2012-05-11,10-Q,2012.0,"OPTIMUMBANK HOLDINGS, INC.",2012-03-31,152938000.0,-0.03,144764000.0,-582000.0,8174000.0,,OPHC,FINANCE,140.8,2012-06-30,25.6
0001193125-12-228167,1302028,US,2012-05-11,10-Q,2012.0,"MANITEX INTERNATIONAL, INC.",2012-03-31,133810000.0,0.11,85307000.0,1251000.0,48503000.0,11683306.0,MNTX,TECHNOLOGY,7.33,2012-06-30,8.4
0001193125-12-230654,880631,US,2012-05-14,10-Q,2012.0,"WISDOMTREE INVESTMENTS, INC.",2012-03-31,51408000.0,0.01,17379000.0,1115000.0,34029000.0,119182000.0,WETF,FINANCE,8.37,2012-06-30,6.57
0001193125-12-231107,1463101,US,2012-05-14,10-Q,2012.0,"ENPHASE ENERGY, INC.",2012-03-31,103375000.0,,98827000.0,-10184000.0,4548000.0,,ENPH,TECHNOLOGY,7.34,2012-06-30,6.22
0001193125-12-231173,1522420,US,2012-05-14,10-Q,2012.0,"BSB BANCORP, INC.",2012-03-31,718682000.0,0.05,586687000.0,447000.0,131995000.0,8719950.0,BLMT,FINANCE,11.21,2012-06-30,12.75
0001193125-12-231433,1292519,US,2012-05-14,10-Q,2012.0,INVIVO THERAPEUTICS HOLDINGS CORP.,2012-03-31,21429733.0,0.05,29887136.0,3149872.0,-8457403.0,58004471.0,NVIV,HEALTH CARE,248.0,2012-06-30,229.0
0001193125-12-231528,907654,US,2012-05-14,10-Q,2012.0,"ARCA BIOPHARMA, INC.",2012-03-31,4958000.0,,602000.0,-1407000.0,4356000.0,,ABIO,HEALTH CARE,38.22,2012-06-30,20.16
0001193125-12-231646,1518715,US,2012-05-14,10-Q,2012.0,"HOMESTREET, INC.",2012-03-31,2367497000.0,3.7,2176267000.0,19050000.0,191230000.0,5146283.0,HMST,FINANCE,13.9,2012-06-30,15.995
0001193125-12-231690,1513965,US,2012-05-14,10-Q,2012.0,"AMERICAN MIDSTREAM PARTNERS, LP",2012-03-31,189808000.0,,90472000.0,1691000.0,,9092000.0,AMID,PUBLIC UTILITIES,21.9,2012-06-30,19.52
0001193125-12-232872,1375151,US,2012-05-15,10-Q,2012.0,"ZOGENIX, INC.",2012-03-31,82280000.0,,,-10292000.0,278000.0,,ZGNX,HEALTH CARE,16.0,2012-06-30,19.84
0001193125-12-233410,893847,US,2012-05-15,10-Q,2012.0,"HAWTHORN BANCSHARES, INC.",2012-03-31,1205981240.0,0.21,1102147147.0,1450735.0,103834093.0,,HWBK,FINANCE,6.42,2012-06-30,8.205
0001193125-12-233997,805928,US,2012-05-15,10-Q,2012.0,"AXOGEN, INC.",2012-03-31,10477092.0,,6357082.0,-2109325.0,4120010.0,,AXGN,HEALTH CARE,2.7,2012-06-30,3.0
0001193125-12-234136,1514281,US,2012-05-15,10-Q,2012.0,"AG MORTGAGE INVESTMENT TRUST, INC.",2012-03-31,2475817891.0,0.77,2165613720.0,10950438.0,310204171.0,14179635.0,MITT,,19.74,2012-06-30,21.49
0001193125-12-234370,1497253,US,2012-05-15,10-Q,2012.0,"ORGANOVO HOLDINGS, INC.",2012-03-31,11240550.0,,48625658.0,,,,ONVO,HEALTH CARE,2.47,2012-06-30,3.99
0001193125-12-234412,1520566,US,2012-05-15,10-Q,2012.0,NATIONSTAR MORTGAGE HOLDINGS INC.,2012-03-31,2178762000.0,0.67,1585421000.0,50186000.0,593341000.0,74388.0,NSM,FINANCE,14.36,2012-06-30,21.52
0001193125-12-234479,926617,US,2012-05-15,10-Q,2012.0,"VERMILLION, INC.",2012-03-31,20541000.0,,11815000.0,-1776000.0,8726000.0,,VRML,HEALTH CARE,2.02,2012-06-30,2.25
0001193125-12-234568,1408278,US,2012-05-15,10-Q,2012.0,"SYNACOR, INC.",2012-03-31,68496000.0,0.07,22478000.0,1174000.0,46018000.0,16603579.0,SYNC,TECHNOLOGY,7.56,2012-06-30,13.7
0001193125-12-234677,1117733,US,2012-05-15,10-Q,2012.0,CAFEPRESS INC.,2012-03-31,81228000.0,,32485000.0,-544000.0,25932000.0,,PRSS,CONSUMER SERVICES,19.15,2012-06-30,14.88
0001193125-12-245265,73887,US,2012-05-23,10-K,2011.0,BRISTOW GROUP INC,2012-03-31,2740363000.0,0.4,,14242000.0,1513102000.0,,BRS,TRANSPORTATION,47.73,2012-06-30,40.67
0001193125-12-249202,1289308,US,2012-05-25,10-K,2011.0,ENERSYS,2012-03-31,1919279000.0,0.95,874358000.0,45359000.0,1032195000.0,,ENS,CONSUMER NON-DURABLES,34.65,2012-06-30,35.07
0001193125-12-249223,918646,US,2012-05-25,10-K,2011.0,EAGLE MATERIALS INC,2012-03-31,985145000.0,,512634000.0,9003000.0,472511000.0,,EXP,CAPITAL GOODS,34.75,2012-06-30,37.34
0001193125-12-249324,712515,US,2012-05-25,10-K,2011.0,ELECTRONIC ARTS INC.,2012-03-31,5491000000.0,1.22,3033000000.0,400000000.0,2458000000.0,,EA,TECHNOLOGY,16.49,2012-06-30,12.35
0001193125-12-270902,1409375,US,2012-06-14,10-K,2011.0,"ORION ENERGY SYSTEMS, INC.",2012-03-31,125650000.0,,32881000.0,,92769000.0,,OESX,CONSUMER DURABLES,2.38,2012-06-30,2.2
0001193125-12-285723,1124524,US,2012-06-27,10-K,2011.0,"CRYOPORT, INC.",2012-03-31,6213599.0,,2484079.0,,3729520.0,,CYRX,TRANSPORTATION,7.68,2012-06-30,4.8
0001193805-12-000844,885462,US,2012-05-07,10-Q,2012.0,"GULF RESOURCES, INC.",2012-03-31,261798477.0,0.1,15105416.0,3287107.0,246693061.0,34560743.0,GURE,BASIC INDUSTRIES,2.35,2012-06-30,1.22
0001206774-12-001942,1487952,US,2012-05-09,10-Q,2012.0,"VISHAY PRECISION GROUP, INC.",2012-03-31,258897000.0,0.12,70888000.0,1623000.0,187845000.0,13362000.0,VPG,CAPITAL GOODS,14.83,2012-06-30,13.95
0001213900-12-002417,943184,US,2012-05-11,10-Q,2012.0,"EVER-GLORY INTERNATIONAL GROUP, INC.",2012-03-31,119987845.0,,67136645.0,,,,EVK,CONSUMER NON-DURABLES,1.75,2012-06-30,
0001213900-12-002489,812796,US,2012-05-14,10-Q,2012.0,"SOLIGENIX, INC.",2012-03-31,6826828.0,,,,,,SNGX,HEALTH CARE,4.5,2012-06-30,2.8
0001213900-12-002610,1528356,US,2012-05-15,10-Q,2012.0,GENIE ENERGY LTD.,2012-03-31,147378000.0,0.03,,604000.0,127255000.0,21000000.0,GNE,PUBLIC UTILITIES,9.67,2012-06-30,7.77
0001223786-12-000005,1223786,US,2012-04-25,10-Q,2012.0,"NUSTAR GP HOLDINGS, LLC",2012-03-31,578245000.0,0.26,,11046000.0,,42574419.0,NSH,ENERGY,34.62,2012-06-30,31.04
0001224608-12-000037,1224608,US,2012-05-04,10-Q,2012.0,"CNO FINANCIAL GROUP, INC.",2012-03-31,33046200000.0,0.25,28363200000.0,59100000.0,4683000000.0,240895000.0,CNO,FINANCE,7.78,2012-06-30,7.8
0001232582-12-000013,1232582,US,2012-05-08,10-Q,2012.0,ASHFORD HOSPITALITY TRUST INC,2012-03-31,3566167000.0,-0.44,2492887000.0,-21218000.0,924613000.0,67152000.0,AHT,CONSUMER SERVICES,5.71,2012-06-30,5.343
0001274494-12-000022,1274494,US,2012-05-04,10-Q,2012.0,"FIRST SOLAR, INC.",2012-03-31,5773512000.0,-5.2,2564516000.0,-449416000.0,,86507000.0,FSLR,TECHNOLOGY,25.05,2012-06-30,15.06
0001276187-12-000018,1276187,US,2012-05-09,10-Q,2012.0,"ENERGY TRANSFER EQUITY, L.P.",2012-03-31,32822101000.0,,,166422000.0,,,ETE,PUBLIC UTILITIES,10.075,2012-06-30,10.255
0001279363-12-000027,1279363,US,2012-05-02,10-Q,2012.0,"WELLCARE HEALTH PLANS, INC.",2012-03-31,2689110000.0,1.19,1507794000.0,51232000.0,1181316000.0,42938284.0,WCG,HEALTH CARE,71.88,2012-06-30,53.0
0001284812-12-000154,1284812,US,2012-05-10,10-Q,2012.0,COHEN & STEERS INC,2012-03-31,318150000.0,0.41,46937000.0,18054000.0,242736000.0,43601000.0,CNS,FINANCE,31.9,2012-06-30,34.51
0001286043-12-000017,1286043,US,2012-05-07,10-Q,2012.0,KITE REALTY GROUP TRUST,2012-03-31,1177712358.0,,694143832.0,1546739.0,437718543.0,,KRG,CONSUMER SERVICES,21.08,2012-06-30,19.96
0001289419-12-000119,1289419,US,2012-05-02,10-Q,2012.0,"MORNINGSTAR, INC.",2012-03-31,1166385000.0,0.4,302119000.0,20137000.0,862727000.0,49938000.0,MORN,FINANCE,63.05,2012-06-30,57.84
0001299709-12-000030,1299709,US,2012-05-03,10-Q,2012.0,"BOFI HOLDING, INC.",2012-03-31,2278030000.0,0.62,2074791000.0,7718000.0,203239000.0,,BOFI,FINANCE,4.27,2012-06-30,4.94
0001308179-12-000099,48898,US,2012-04-20,10-Q,2012.0,HUBBELL INC,2012-03-31,2877900000.0,1.06,1370800000.0,63200000.0,1501400000.0,59200000.0,HUBB,CAPITAL GOODS,78.58,2012-06-30,77.94
0001317945-12-000028,1317945,US,2012-05-09,10-Q,2012.0,"OMEGA FLEX, INC.",2012-03-31,36569000.0,0.39,9659000.0,3920000.0,26790000.0,10092000.0,OFLX,CAPITAL GOODS,12.7,2012-06-30,11.91
0001318084-12-000025,1318084,US,2012-05-08,10-Q,2012.0,"CORE-MARK HOLDING COMPANY, INC.",2012-03-31,757000000.0,0.31,378400000.0,3600000.0,378600000.0,11400000.0,CORE,CONSUMER NON-DURABLES,10.235,2012-06-30,12.035
0001332349-12-000021,1332349,US,2012-05-09,10-Q,2012.0,BROOKDALE SENIOR LIVING INC.,2012-03-31,4576109000.0,,3538293000.0,-10338000.0,1037816000.0,,BKD,HEALTH CARE,18.72,2012-06-30,17.74
0001354488-12-002281,1360214,US,2012-05-10,10-Q,2012.0,"IMPRIMIS PHARMACEUTICALS, INC.",2012-03-31,224687.0,,,-1379088.0,-705812.0,,IMMY,HEALTH CARE,4.5,2012-06-30,
0001354488-12-002587,1024126,US,2012-05-15,10-Q,2012.0,"PERNIX THERAPEUTICS HOLDINGS, INC.",2012-03-31,86985038.0,0.05,31691491.0,1191163.0,55293547.0,25921139.0,PTX,HEALTH CARE,90.0,2012-06-30,72.9
0001358831-12-000014,1358831,US,2012-05-04,10-Q,2012.0,LEGACY RESERVES LP,2012-03-31,1026165000.0,,556462000.0,7389000.0,469703000.0,47802000.0,LGCY,ENERGY,28.92,2012-06-30,25.01
0001365916-12-000036,1365916,US,2012-05-09,10-Q,2012.0,"AMYRIS, INC.",2012-03-31,322108000.0,,189713000.0,-94548000.0,132896000.0,,AMRS,BASIC INDUSTRIES,77.7,2012-06-30,66.45
0001377789-12-000013,1377789,US,2012-05-08,10-Q,2012.0,"AVIAT NETWORKS, INC.",2012-03-31,340800000.0,,182400000.0,-3200000.0,158400000.0,,AVNW,TECHNOLOGY,33.84,2012-06-30,33.6
0001381197-12-000038,1381197,US,2012-05-15,10-Q,2012.0,"INTERACTIVE BROKERS GROUP, INC.",2012-03-31,32696398000.0,0.24,27731203000.0,11084000.0,596963000.0,45576925.0,IBKR,FINANCE,17.0,2012-06-30,14.72
0001384108-12-000004,1403161,US,2012-05-02,10-Q,2012.0,VISA INC.,2012-03-31,36846000000.0,,8325000000.0,1292000000.0,,,V,MISCELLANEOUS,29.5,2012-06-30,30.907
0001387131-12-001571,1341318,US,2012-05-15,10-Q,2012.0,"LAKE SHORE BANCORP, INC.",2012-03-31,494139000.0,,429801000.0,1007000.0,,,LSBK,FINANCE,10.0,2012-06-30,10.27
0001393311-12-000027,1393311,US,2012-05-07,10-Q,2012.0,PUBLIC STORAGE,2012-03-31,9406312000.0,0.74,1062379000.0,205852000.0,8321727000.0,170309000.0,PSA,CONSUMER SERVICES,138.17,2012-06-30,144.41
0001398432-12-000368,1428205,US,2012-05-02,10-Q,2012.0,"ARMOUR RESIDENTIAL REIT, INC.",2012-03-31,12812634000.0,,11605727000.0,65224000.0,1206907000.0,,ARR,CONSUMER SERVICES,54.0,2012-06-30,56.88
0001403431-12-000006,1403431,US,2012-05-03,10-Q,2012.0,"HERITAGE-CRYSTAL CLEAN, INC.",2012-03-31,150398000.0,0.02,71258000.0,270000.0,79140000.0,14486000.0,HCCI,BASIC INDUSTRIES,19.95,2012-06-30,16.35
0001403475-12-000008,1403475,US,2012-05-08,10-Q,2012.0,BANK OF MARIN BANCORP,2012-03-31,1421284000.0,0.93,1281263000.0,4940000.0,140021000.0,5326000.0,BMRC,FINANCE,38.01,2012-06-30,37.01
0001405495-12-000013,1405495,US,2012-04-26,10-Q,2012.0,"INTERDIGITAL, INC.",2012-03-31,932417000.0,0.24,479145000.0,10930000.0,453272000.0,45401000.0,IDCC,MISCELLANEOUS,34.86,2012-06-30,29.51
0001412665-12-000019,1412665,US,2012-05-03,10-Q,2012.0,"MIDWESTONE FINANCIAL GROUP, INC.",2012-03-31,1725844000.0,0.52,1566574000.0,4432000.0,159270000.0,8497919.0,MOFG,FINANCE,19.36,2012-06-30,21.5
0001426945-12-000012,1426945,US,2012-05-03,10-Q,2012.0,"ECHO GLOBAL LOGISTICS, INC.",2012-03-31,200639715.0,0.15,77026044.0,3311790.0,123613671.0,,ECHO,TRANSPORTATION,16.1,2012-06-30,19.06
0001437749-12-004182,353020,US,2012-04-26,10-Q,2012.0,AEGION CORP,2012-03-31,1145594000.0,0.17,486057000.0,6724000.0,646598000.0,39196634.0,AEGN,BASIC INDUSTRIES,17.83,2012-06-30,17.89
0001437749-12-004447,882104,US,2012-05-03,10-Q,2012.0,"PDL BIOPHARMA, INC.",2012-03-31,234963000.0,0.29,478743000.0,40184000.0,-243780000.0,139680000.0,PDLI,HEALTH CARE,6.36,2012-06-30,6.63
0001437749-12-004649,861842,US,2012-05-08,10-Q,2012.0,CATHAY GENERAL BANCORP,2012-03-31,10573436000.0,0.32,9027913000.0,28913000.0,1537076000.0,78678645.0,CATY,FINANCE,17.7,2012-06-30,16.51
0001437749-12-004676,1421517,US,2012-05-09,10-Q,2012.0,"ENERGY RECOVERY, INC.",2012-03-31,104308000.0,-0.09,12008000.0,-4683000.0,92300000.0,52618000.0,ERII,TECHNOLOGY,2.3,2012-06-30,2.4
0001437749-12-004734,1172358,US,2012-05-09,10-Q,2012.0,"DORCHESTER MINERALS, L.P.",2012-03-31,135914000.0,,739000.0,7298000.0,,,DMLP,ENERGY,26.25,2012-06-30,21.95
0001437749-12-004735,353944,US,2012-05-09,10-Q,2012.0,INTERNATIONAL GAME TECHNOLOGY,2012-03-31,4348500000.0,0.21,2837700000.0,61900000.0,1510800000.0,296700000.0,IGT,CONSUMER SERVICES,16.79,2012-06-30,15.75
0001437749-12-004749,1337298,US,2012-05-09,10-Q,2012.0,FUTUREFUEL CORP.,2012-03-31,392657000.0,0.17,100232000.0,7113000.0,292425000.0,41314859.0,FF,BASIC INDUSTRIES,10.98,2012-06-30,10.51
