adsh,cik,name,ticker,sector,period,stock_price,next_period,next_period_price,beta,assets,earnings_per_share_basic,liabilities,net_income_loss,stockholders_equity,weighted_shares_outstanding_basic
0001193125-12-342328,798783,UNIVERSAL HEALTH REALTY INCOME TRUST,UHT,CONSUMER SERVICES,2012-06-30,41.53,2012-09-30,45.98,0.7041921853838187,390778000.0,0.19,205039000.0,2467000.0,185661000.0,12658000.0
0001193125-12-342942,1410172,"RUBICON TECHNOLOGY, INC.",RBCN,TECHNOLOGY,2012-06-30,102.0,2012-09-30,95.8,1.501616569059372,245603000.0,-0.06,21021000.0,-1312000.0,224582000.0,22518364.0
0001193125-12-343274,1447051,TERRITORIAL BANCORP INC.,TBNK,FINANCE,2012-06-30,22.77,2012-09-30,22.95,0.7524922544213581,1566035000.0,0.38,1349717000.0,3846000.0,216318000.0,10135179.0
0001193125-12-343320,1436425,"HOME BANCORP, INC.",HBCP,FINANCE,2012-06-30,17.13,2012-09-30,17.99,0.2753598678515415,988515502.0,0.25,849484204.0,1752675.0,139031298.0,6972000.0
0001193125-12-343564,1333170,"NXSTAGE MEDICAL, INC.",NXTM,HEALTH CARE,2012-06-30,16.76,2012-09-30,13.21,1.2822021544584552,302049000.0,,106771000.0,-5063000.0,195278000.0,
0001193125-12-343762,1394074,"SPECTRA ENERGY PARTNERS, LP",SEP,PUBLIC UTILITIES,2012-06-30,30.43,2012-09-30,31.83,0.5263972782768915,2449800000.0,,,46900000.0,,
0001193125-12-343970,1320695,"TREEHOUSE FOODS, INC.",THS,CONSUMER NON-DURABLES,2012-06-30,62.29,2012-09-30,52.5,0.546785590725831,2502568000.0,0.54,1384203000.0,19511000.0,1118365000.0,36057000.0
0001193125-12-344014,1289308,ENERSYS,ENS,CONSUMER NON-DURABLES,2012-06-30,35.07,2012-09-30,35.29,1.5333850336982375,1924093000.0,0.96,860508000.0,45804000.0,1046078000.0,47901203.0
0001193125-12-344028,723612,"AVIS BUDGET GROUP, INC.",CAR,CONSUMER SERVICES,2012-06-30,15.2,2012-09-30,15.38,2.273364890201465,15983000000.0,0.74,,,,106700000.0
0001193125-12-344105,1350653,"ALPHATEC HOLDINGS, INC.",ATEC,HEALTH CARE,2012-06-30,22.08,2012-09-30,19.8,1.2930683513898569,357053000.0,,,-6374000.0,,
0001193125-12-344106,1439095,MRC GLOBAL INC.,MRC,CAPITAL GOODS,2012-06-30,21.28,2012-09-30,24.59,0.8621764110908828,3497152000.0,0.32,,31325000.0,1117958000.0,98303000.0
0001193125-12-344163,1016169,"ANTARES PHARMA, INC.",ATRS,HEALTH CARE,2012-06-30,3.63,2012-09-30,4.36,1.5851488835106091,42547541.0,,8178978.0,-2807072.0,34368563.0,104551742.0
0001193125-12-344324,918646,EAGLE MATERIALS INC,EXP,CAPITAL GOODS,2012-06-30,37.34,2012-09-30,46.26,2.311300825764365,980396000.0,0.31,496454000.0,13978000.0,483942000.0,44670359.0
0001193125-12-344416,1094831,"BGC PARTNERS, INC.",BGCP,FINANCE,2012-06-30,5.87,2012-09-30,4.9,1.2747525879979065,1875521000.0,0.01,1382015000.0,1958000.0,320375000.0,140368000.0
0001193125-12-345431,861838,"IDERA PHARMACEUTICALS, INC.",IDRA,HEALTH CARE,2012-06-30,8.48,2012-09-30,8.24,0.6744407205446925,14106000.0,-0.15,6128000.0,-3887000.0,2057000.0,27638000.0
0001193125-12-345877,1054905,INNOSPEC INC.,IOSP,BASIC INDUSTRIES,2012-06-30,29.61,2012-09-30,33.92,1.401245834523149,603000000.0,0.67,,15500000.0,385700000.0,23147000.0
0001193125-12-345913,826154,ORRSTOWN FINANCIAL SERVICES INC,ORRF,FINANCE,2012-06-30,8.03,2012-09-30,11.0,0.7418600479642696,1328475000.0,-1.23,1220846000.0,-9914000.0,107629000.0,8065000.0
0001193125-12-346058,351569,AMERIS BANCORP,ABCB,FINANCE,2012-06-30,12.6,2012-09-30,12.59,1.07641514167705,2920311000.0,,2619372000.0,2495000.0,300939000.0,23819000.0
0001193125-12-346204,714310,VALLEY NATIONAL BANCORP,VLY,FINANCE,2012-06-30,10.6,2012-09-30,10.02,1.087660416531122,16018244000.0,0.17,14515171000.0,32820000.0,1503073000.0,197246322000.0
0001193125-12-346233,1168455,PLUMAS BANCORP,PLBC,FINANCE,2012-06-30,3.12,2012-09-30,3.54,-0.4587384504326557,455814000.0,0.1,415223000.0,633000.0,40591000.0,4776000.0
0001193125-12-346400,1361983,ORBCOMM INC.,ORBC,CONSUMER SERVICES,2012-06-30,3.26,2012-09-30,3.74,1.0882277926995951,200040000.0,0.04,22526000.0,1882000.0,177713000.0,46706000.0
0001193125-12-346479,944148,"CBIZ, INC.",CBZ,MISCELLANEOUS,2012-06-30,5.94,2012-09-30,6.02,0.6485157270748683,822838000.0,0.12,539450000.0,5848000.0,283388000.0,49040000.0
0001193125-12-346485,1527709,"MID-CON ENERGY PARTNERS, LP",MCEP,ENERGY,2012-06-30,20.28,2012-09-30,21.43,1.1757582792914956,125148000.0,,,22428000.0,,
0001193125-12-346562,105319,WEIGHT WATCHERS INTERNATIONAL INC,WTW,CONSUMER SERVICES,2012-06-30,51.56,2012-09-30,52.8,1.0099484377912058,1193578000.0,1.37,2978172000.0,77462000.0,-1784594000.0,56505000.0
0001193125-12-346749,1378946,"PEOPLE'S UNITED FINANCIAL, INC.",PBCT,FINANCE,2012-06-30,11.61,2012-09-30,12.14,0.8715369355114088,28154100000.0,0.19,23007500000.0,64800000.0,5146600000.0,340600000.0
0001193125-12-346781,1315257,KOPPERS HOLDINGS INC.,KOP,BASIC INDUSTRIES,2012-06-30,34.0,2012-09-30,34.93,2.1013331824735038,765200000.0,0.99,630400000.0,20400000.0,121700000.0,20764000.0
0001193125-12-346911,1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",BR,MISCELLANEOUS,2012-06-30,21.27,2012-09-30,23.33,0.7281988953048182,1987600000.0,0.67,1137100000.0,,850500000.0,
0001193125-12-346925,944809,"OPKO HEALTH, INC.",OPK,HEALTH CARE,2012-06-30,4.6,2012-09-30,4.18,0.6005044620633598,230471000.0,,54583000.0,-10245000.0,151502000.0,
0001193125-12-347509,1382230,"ESSA BANCORP, INC.",ESSA,FINANCE,2012-06-30,10.8,2012-09-30,10.39,0.3358837114480945,1113063000.0,0.07,949389000.0,794000.0,163674000.0,10857483.0
0001193125-12-347623,761648,"CEDAR REALTY TRUST, INC.",CDR,CONSUMER SERVICES,2012-06-30,5.05,2012-09-30,5.28,1.3137181781544138,1465330000.0,,919778000.0,5225000.0,488986000.0,
0001193125-12-347653,1514991,AMC NETWORKS INC.,AMCX,CONSUMER SERVICES,2012-06-30,35.55,2012-09-30,43.52,0.8349337419421279,2173439000.0,0.59,3132560000.0,41510000.0,-959121000.0,70479000.0
0001193125-12-347658,906709,NEKTAR THERAPEUTICS,NKTR,HEALTH CARE,2012-06-30,8.07,2012-09-30,10.68,1.5221115589178016,668443000.0,,536159000.0,-34285000.0,132284000.0,
0001193125-12-347680,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",MDRX,TECHNOLOGY,2012-06-30,10.93,2012-09-30,12.42,1.2065917526801395,2481079000.0,0.04,1200341000.0,7981000.0,1280738000.0,182145000.0
0001193125-12-347689,1409375,"ORION ENERGY SYSTEMS, INC.",OESX,CONSUMER DURABLES,2012-06-30,2.2,2012-09-30,1.98,0.3488960150991567,118897000.0,-0.09,30054000.0,-1940000.0,88843000.0,22561135.0
0001193125-12-347788,1375151,"ZOGENIX, INC.",ZGNX,HEALTH CARE,2012-06-30,19.84,2012-09-30,21.12,1.2184872351470162,64896000.0,,,-17169000.0,-15008000.0,65449000.0
0001193125-12-347895,1393066,RESOLUTE FOREST PRODUCTS INC.,RFP,BASIC INDUSTRIES,2012-06-30,11.58,2012-09-30,13.0,0.9061134059167704,6473000000.0,-0.2,2983000000.0,-20000000.0,3443000000.0,98900000.0
0001193125-12-347910,1401700,"NORTHFIELD BANCORP, INC.",NFBK,FINANCE,2012-06-30,10.129,2012-09-30,11.419,1.1303538134686022,2463922000.0,0.1,2075030000.0,3948000.0,388892000.0,38512169000.0
0001193125-12-347935,1352010,"EPAM SYSTEMS, INC.",EPAM,TECHNOLOGY,2012-06-30,16.99,2012-09-30,18.94,0.9104628001597443,287994000.0,,45388000.0,13321000.0,242606000.0,
0001193125-12-347978,1158863,"WAGEWORKS, INC.",WAGE,MISCELLANEOUS,2012-06-30,15.06,2012-09-30,17.45,1.1241685212110228,442201000.0,0.17,317430000.0,3224000.0,,14268000.0
0001193125-12-348019,1473078,CHESAPEAKE LODGING TRUST,CHSP,CONSUMER SERVICES,2012-06-30,17.22,2012-09-30,19.87,0.8074525790174822,984517000.0,,469296000.0,9053000.0,515221000.0,
0001193125-12-348792,880631,"WISDOMTREE INVESTMENTS, INC.",WETF,FINANCE,2012-06-30,6.57,2012-09-30,6.7,1.0379519984858503,59415000.0,0.0,22217000.0,129000.0,37198000.0,121920.0
0001193125-12-349308,1466301,"CLOVIS ONCOLOGY, INC.",CLVS,HEALTH CARE,2012-06-30,21.68,2012-09-30,20.45,1.5386622423589729,179899000.0,,,-15657000.0,169568000.0,
0001193125-12-349516,1340652,"CHEMOCENTRYX, INC.",CCXI,HEALTH CARE,2012-06-30,15.0,2012-09-30,11.63,1.5896755460121923,140214000.0,,13805000.0,-10893000.0,126409000.0,
0001193125-12-349586,1373715,"SERVICENOW, INC.",NOW,TECHNOLOGY,2012-06-30,24.6,2012-09-30,38.68,,200472000.0,-0.32,175119000.0,-8724000.0,-43128000.0,27788547.0
0001193125-12-349996,1302028,"MANITEX INTERNATIONAL, INC.",MNTX,TECHNOLOGY,2012-06-30,8.4,2012-09-30,7.23,2.3776950747842003,143046000.0,0.2,92591000.0,2308000.0,50455000.0,11713206.0
0001193125-12-350447,1463101,"ENPHASE ENERGY, INC.",ENPH,TECHNOLOGY,2012-06-30,6.22,2012-09-30,4.14,2.504754747313449,136489000.0,,66406000.0,-11385000.0,70083000.0,
0001193125-12-352364,1519401,REGIONAL MANAGEMENT CORP.,RM,FINANCE,2012-06-30,16.45,2012-09-30,17.25,0.5780251192717341,341065000.0,0.53,224500000.0,6620000.0,116565000.0,12452112.0
0001193125-12-352424,1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,NVIV,HEALTH CARE,2012-06-30,229.0,2012-09-30,155.0,-0.6403483272440784,20001277.0,0.03,24726408.0,2200832.0,-4725131.0,64105886.0
0001193125-12-352660,907654,"ARCA BIOPHARMA, INC.",ABIO,HEALTH CARE,2012-06-30,20.16,2012-09-30,14.7,1.2853020209240862,3816000.0,-0.09,529000.0,-1146000.0,3287000.0,12166301.0
0001193125-12-352955,1513965,"AMERICAN MIDSTREAM PARTNERS, LP",AMID,PUBLIC UTILITIES,2012-06-30,19.52,2012-09-30,18.86,0.01268868923624685,194384000.0,,96261000.0,2327000.0,,9107000.0
0001193125-12-353321,1109546,PACIFIC MERCANTILE BANCORP,PMBC,FINANCE,2012-06-30,6.91,2012-09-30,6.54,0.5453116874404431,1076123000.0,0.35,956406000.0,5796000.0,119717000.0,15778678.0
0001193125-12-354321,1522420,"BSB BANCORP, INC.",BLMT,FINANCE,2012-06-30,12.75,2012-09-30,12.9,0.433926767978472,755371000.0,0.03,623044000.0,286000.0,132327000.0,8723772.0
0001193125-12-354709,893847,"HAWTHORN BANCSHARES, INC.",HWBK,FINANCE,2012-06-30,8.205,2012-09-30,7.859,0.11675442496471372,1187219209.0,0.01,1095077638.0,740031.0,92141571.0,4839114.0
0001193125-12-355248,1497253,"ORGANOVO HOLDINGS, INC.",ONVO,HEALTH CARE,2012-06-30,3.99,2012-09-30,2.05,-1.539688344129058,9709412.0,,81466994.0,,,
0001193125-12-355283,1124524,"CRYOPORT, INC.",CYRX,TRANSPORTATION,2012-06-30,4.8,2012-09-30,2.4,0.3699382195294069,4231114.0,,1966565.0,-1545807.0,2264549.0,
0001193125-12-355576,1117733,CAFEPRESS INC.,PRSS,CONSUMER SERVICES,2012-06-30,14.88,2012-09-30,9.11,1.8096926463886585,125187000.0,,34730000.0,-260000.0,90457000.0,
0001193125-12-355606,1408278,"SYNACOR, INC.",SYNC,TECHNOLOGY,2012-06-30,13.7,2012-09-30,7.58,1.8196442794298993,71022000.0,0.04,23267000.0,1199000.0,47755000.0,27212105.0
0001193125-12-355607,850261,"SORRENTO THERAPEUTICS, INC.",SRNE,HEALTH CARE,2012-06-30,6.75,2012-09-30,6.25,-1.4921997190053935,8917410.0,,,-943118.0,8501733.0,
0001193125-12-355676,805928,"AXOGEN, INC.",AXGN,HEALTH CARE,2012-06-30,3.0,2012-09-30,2.7,0.02524697276946671,9837655.0,,6567010.0,-1029719.0,3270645.0,
0001193125-12-355684,926617,"VERMILLION, INC.",VRML,HEALTH CARE,2012-06-30,2.25,2012-09-30,1.69,0.8723592940206975,18918000.0,,11753000.0,-1974000.0,7165000.0,
0001193125-12-385100,1474439,"TELENAV, INC.",TNAV,CAPITAL GOODS,2012-06-30,6.13,2012-09-30,5.97,1.2496105733968597,264779000.0,0.16,,6630000.0,216518000.0,
0001193125-12-390747,1110647,"OCLARO, INC.",OCLR,TECHNOLOGY,2012-06-30,3.04,2012-09-30,2.69,2.353773397547413,328306000.0,-0.08,160655000.0,-3931000.0,167651000.0,50831000.0
0001193125-12-394598,1262104,"MEI PHARMA, INC.",MEIP,HEALTH CARE,2012-06-30,2.52,2012-09-30,2.76,-0.6705293246250449,6373000.0,,1774000.0,,4599000.0,
0001193125-12-408603,1511737,"UBIQUITI NETWORKS, INC.",UBNT,TECHNOLOGY,2012-06-30,14.25,2012-09-30,11.9,1.7809357038409814,213736000.0,0.31,82785000.0,28485000.0,130951000.0,
0001206774-12-003322,1487952,"VISHAY PRECISION GROUP, INC.",VPG,CAPITAL GOODS,2012-06-30,13.95,2012-09-30,13.98,0.8717487952734747,255098000.0,0.22,66773000.0,2961000.0,188158000.0,13366000.0
0001210708-12-000011,1210708,"HUDSON GLOBAL, INC.",HSON,TECHNOLOGY,2012-06-30,4.17,2012-09-30,4.46,2.567788081863412,206651000.0,0.01,99662000.0,394000.0,106989000.0,32122000.0
0001213900-12-004332,812796,"SOLIGENIX, INC.",SNGX,HEALTH CARE,2012-06-30,2.8,2012-09-30,5.3,-2.118191842861794,5911465.0,,,,,
0001213900-12-004535,1528356,GENIE ENERGY LTD.,GNE,PUBLIC UTILITIES,2012-06-30,7.77,2012-09-30,7.17,0.9846547101925741,144716000.0,-0.15,,-3252000.0,123727000.0,21037000.0
0001223786-12-000007,1223786,"NUSTAR GP HOLDINGS, LLC",NSH,ENERGY,2012-06-30,31.04,2012-09-30,31.84,0.44554731105115786,524847000.0,-0.78,,-33208000.0,,42575563.0
0001224608-12-000064,1224608,"CNO FINANCIAL GROUP, INC.",CNO,FINANCE,2012-06-30,7.8,2012-09-30,9.65,1.895213522985124,33380300000.0,0.28,28487200000.0,65700000.0,4893100000.0,237289000.0
0001232582-12-000033,1232582,ASHFORD HOSPITALITY TRUST INC,AHT,CONSUMER SERVICES,2012-06-30,5.343,2012-09-30,5.3229999999999995,1.5326439731078771,3524679000.0,-0.2,2463781000.0,-4814000.0,917942000.0,67639000.0
0001274494-12-000038,1274494,"FIRST SOLAR, INC.",FSLR,TECHNOLOGY,2012-06-30,15.06,2012-09-30,22.15,2.3124664822743703,5487334000.0,1.28,2125895000.0,110983000.0,,86855000.0
0001276187-12-000036,1276187,"ENERGY TRANSFER EQUITY, L.P.",ETE,PUBLIC UTILITIES,2012-06-30,10.255,2012-09-30,11.3,1.008053632658986,33113222000.0,,,53498000.0,,
0001279363-12-000043,1279363,"WELLCARE HEALTH PLANS, INC.",WCG,HEALTH CARE,2012-06-30,53.0,2012-09-30,56.55,1.2419166350988535,2690950000.0,1.08,1459453000.0,46442000.0,1231497000.0,43092737.0
0001284812-12-000189,1284812,COHEN & STEERS INC,CNS,FINANCE,2012-06-30,34.51,2012-09-30,29.62,1.149857582168113,335785000.0,0.37,48937000.0,16079000.0,253924000.0,43808000.0
0001286043-12-000029,1286043,KITE REALTY GROUP TRUST,KRG,CONSUMER SERVICES,2012-06-30,19.96,2012-09-30,20.4,1.177977462124744,1178103762.0,,704305625.0,-603637.0,429165886.0,
0001289419-12-000229,1289419,"MORNINGSTAR, INC.",MORN,FINANCE,2012-06-30,57.84,2012-09-30,62.64,0.6072218235051945,1105779000.0,0.57,308554000.0,27888000.0,795640000.0,49195000.0
0001299709-12-000126,1299709,"BOFI HOLDING, INC.",BOFI,FINANCE,2012-06-30,4.94,2012-09-30,6.5120000000000005,0.4856847170177508,2386845000.0,0.69,2180225000.0,8565000.0,206620000.0,
0001308179-12-000145,48898,HUBBELL INC,HUBB,CAPITAL GOODS,2012-06-30,77.94,2012-09-30,80.74,1.1256386001580545,2909300000.0,1.31,1358200000.0,77500000.0,1545200000.0,59100000.0
0001318084-12-000039,1318084,"CORE-MARK HOLDING COMPANY, INC.",CORE,CONSUMER NON-DURABLES,2012-06-30,12.035,2012-09-30,12.027999999999999,0.5815459412456014,850600000.0,0.89,461500000.0,10100000.0,389100000.0,11400000.0
0001332349-12-000032,1332349,BROOKDALE SENIOR LIVING INC.,BKD,HEALTH CARE,2012-06-30,17.74,2012-09-30,23.22,1.88111496011372,4578321000.0,,3552358000.0,-18810000.0,1025963000.0,
0001333493-12-000053,1333493,"EHEALTH, INC.",EHTH,FINANCE,2012-06-30,16.11,2012-09-30,18.77,0.6194613114182739,178389000.0,0.12,,2305000.0,157219000.0,19624000.0
0001334978-12-000017,1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,CONSUMER SERVICES,2012-06-30,6.02,2012-09-30,5.98,1.2498798970187857,7055847000.0,-0.04,,-8116000.0,,356944000.0
0001354488-12-004241,1024126,"PERNIX THERAPEUTICS HOLDINGS, INC.",PTX,HEALTH CARE,2012-06-30,72.9,2012-09-30,74.5,1.7016344307449236,108177307.0,-0.03,30930713.0,-931732.0,77246594.0,28291237.0
0001357615-12-000083,1357615,"KBR, INC.",KBR,BASIC INDUSTRIES,2012-06-30,24.71,2012-09-30,29.82,2.0938700572712547,5695000000.0,0.7,3074000000.0,104000000.0,2665000000.0,148000000.0
0001358831-12-000017,1358831,LEGACY RESERVES LP,LGCY,ENERGY,2012-06-30,25.01,2012-09-30,28.83,1.1334976452833547,1162095000.0,,635133000.0,82942000.0,526962000.0,47850000.0
0001365916-12-000086,1365916,"AMYRIS, INC.",AMRS,BASIC INDUSTRIES,2012-06-30,66.45,2012-09-30,51.6,2.457898650517436,295083000.0,,203799000.0,-46806000.0,92033000.0,
0001377789-12-000023,1377789,"AVIAT NETWORKS, INC.",AVNW,TECHNOLOGY,2012-06-30,33.6,2012-09-30,28.56,1.6912226141333624,329600000.0,,172100000.0,-1300000.0,157500000.0,
0001381197-12-000061,1381197,"INTERACTIVE BROKERS GROUP, INC.",IBKR,FINANCE,2012-06-30,14.72,2012-09-30,14.02,0.6808158396599869,32383711000.0,0.17,27387046000.0,7984000.0,617589000.0,46686269.0
0001384108-12-000008,1403161,VISA INC.,V,MISCELLANEOUS,2012-06-30,30.906999999999996,2012-09-30,33.57,1.1223256777709223,38741000000.0,,12583000000.0,-1839000000.0,,
0001387131-12-002704,1288855,"OPTIMUMBANK HOLDINGS, INC.",OPHC,FINANCE,2012-06-30,25.6,2012-09-30,24.4,2.714839578016579,154148000.0,,146471000.0,-770000.0,7677000.0,
0001390844-12-000005,1390844,WABCO HOLDINGS INC.,WBC,CAPITAL GOODS,2012-06-30,52.93,2012-09-30,57.67,1.9253462889017967,1648900000.0,1.18,949800000.0,75600000.0,649900000.0,64288346.0
0001392972-12-000014,1392972,"PROS HOLDINGS, INC.",PRO,TECHNOLOGY,2012-06-30,16.82,2012-09-30,19.07,1.4114110185153774,125762000.0,0.04,45397000.0,995000.0,80365000.0,27375429.0
0001393311-12-000045,1393311,PUBLIC STORAGE,PSA,CONSUMER SERVICES,2012-06-30,144.41,2012-09-30,139.17,0.8607587273572239,9178947000.0,0.78,1011178000.0,198143000.0,8137608000.0,170496000.0
0001396446-12-000017,1396446,"CYS INVESTMENTS, INC.",CYS,CONSUMER SERVICES,2012-06-30,13.77,2012-09-30,14.09,0.6418512628893016,14623128000.0,0.87,12993274000.0,101705000.0,1629854000.0,116126000.0
0001397911-12-000025,1397911,LPL FINANCIAL HOLDINGS INC.,LPLA,FINANCE,2012-06-30,33.77,2012-09-30,28.54,0.7532688157415655,3599411000.0,0.36,2380008000.0,39502000.0,1219403000.0,110820000.0
0001398432-12-000576,1428205,"ARMOUR RESIDENTIAL REIT, INC.",ARR,CONSUMER SERVICES,2012-06-30,56.88,2012-09-30,61.28,0.3500615387535142,13906493000.0,-0.08,12548403000.0,-13607000.0,1358090000.0,180773000.0
0001401257-12-000041,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",FET,ENERGY,2012-06-30,19.69,2012-09-30,24.32,0.9003184161759064,1706495000.0,0.53,643502000.0,44121000.0,1062318000.0,82495000.0
0001401521-12-000039,1401521,UNITED INSURANCE HOLDINGS CORP.,UIHC,FINANCE,2012-06-30,5.25,2012-09-30,6.0,-0.6968189443341825,366029000.0,,302908000.0,2991000.0,63121000.0,
0001403431-12-000012,1403431,"HERITAGE-CRYSTAL CLEAN, INC.",HCCI,BASIC INDUSTRIES,2012-06-30,16.35,2012-09-30,19.85,0.25217040234378624,201005000.0,0.07,53238000.0,1218000.0,147767000.0,16689000.0
0001403475-12-000028,1403475,BANK OF MARIN BANCORP,BMRC,FINANCE,2012-06-30,37.01,2012-09-30,42.51,1.1521484383029796,1407000000.0,0.93,1262674000.0,4951000.0,144326000.0,5337000.0
0001405495-12-000020,1405495,"INTERDIGITAL, INC.",IDCC,MISCELLANEOUS,2012-06-30,29.51,2012-09-30,37.27,0.8490351544960997,860265000.0,0.22,452158000.0,9673000.0,408107000.0,43876000.0
0001412665-12-000062,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",MOFG,FINANCE,2012-06-30,21.5,2012-09-30,21.54,0.4451487042321911,1707394000.0,0.42,1540693000.0,3512000.0,166701000.0,8471379.0
0001415889-12-001223,1411685,"VISTAGEN THERAPEUTICS, INC.",VTGN,HEALTH CARE,2012-06-30,13.6,2012-09-30,16.0,-8.371555986008207,645000.0,,6929500.0,-1825900.0,-6284500.0,
0001426945-12-000014,1426945,"ECHO GLOBAL LOGISTICS, INC.",ECHO,TRANSPORTATION,2012-06-30,19.06,2012-09-30,17.15,0.5510737610261194,212281313.0,0.15,83225362.0,3402834.0,129055951.0,22223451.0
0001437749-12-007442,353020,AEGION CORP,AEGN,BASIC INDUSTRIES,2012-06-30,17.89,2012-09-30,19.16,2.0213077457274933,1171142000.0,0.29,500170000.0,11498000.0,656916000.0,39277649.0
0001437749-12-007605,882104,"PDL BIOPHARMA, INC.",PDLI,HEALTH CARE,2012-06-30,6.63,2012-09-30,7.7,0.5539503610594873,259829000.0,0.53,420943000.0,73502000.0,-161114000.0,139683000.0
0001437749-12-007847,1421517,"ENERGY RECOVERY, INC.",ERII,TECHNOLOGY,2012-06-30,2.4,2012-09-30,2.95,1.3423665022427052,103594000.0,0.01,13334000.0,439000.0,90260000.0,51432000.0
0001437749-12-007931,1172358,"DORCHESTER MINERALS, L.P.",DMLP,ENERGY,2012-06-30,21.95,2012-09-30,22.05,0.6636314939439972,127772000.0,,1064000.0,8680000.0,,
0001437749-12-007948,353944,INTERNATIONAL GAME TECHNOLOGY,IGT,CONSUMER SERVICES,2012-06-30,15.75,2012-09-30,13.09,1.4718387981650858,4266900000.0,0.16,3155100000.0,46600000.0,1111800000.0,292700000.0
0001437749-12-007965,861842,CATHAY GENERAL BANCORP,CATY,FINANCE,2012-06-30,16.51,2012-09-30,17.26,1.7104888428379543,10661183000.0,0.33,9088179000.0,29861000.0,1564557000.0,78710279.0
0001437749-12-008075,1337298,FUTUREFUEL CORP.,FF,BASIC INDUSTRIES,2012-06-30,10.51,2012-09-30,12.11,1.8829986501492555,391219000.0,0.21,95367000.0,8473000.0,295852000.0,41319057.0
0001437749-12-008506,1378590,"BRIDGELINE DIGITAL, INC.",BLIN,TECHNOLOGY,2012-06-30,37.75,2012-09-30,,0.4616093657053765,34443000.0,,11465000.0,-277000.0,22978000.0,
0001437749-12-008512,1136174,"CATASYS, INC.",CATS,HEALTH CARE,2012-06-30,12.0,2012-09-30,8.4,-0.06677608660944379,3476000.0,-0.04,11955000.0,-2259000.0,-8479000.0,50960.0
0001444838-12-000067,910108,LEXINGTON REALTY TRUST,LXP,,2012-06-30,8.47,2012-09-30,9.66,1.2373074093899254,3017946000.0,,1937418000.0,4510000.0,1052186000.0,
0001445305-12-002188,1053532,LASALLE HOTEL PROPERTIES,LHO,CONSUMER SERVICES,2012-06-30,29.14,2012-09-30,26.69,1.6361709567467644,2970374000.0,0.29,1318986000.0,35208000.0,1645734000.0,85451978.0
0001445305-12-002256,68505,"MOTOROLA SOLUTIONS, INC.",MSI,TECHNOLOGY,2012-06-30,48.11,2012-09-30,50.55,1.1298703033549409,12193000000.0,0.63,,182000000.0,3848000000.0,290600000.0
0001445305-12-002318,860546,CORPORATE OFFICE PROPERTIES TRUST,OFC,CONSUMER SERVICES,2012-06-30,23.51,2012-09-30,23.97,1.1200540014900486,3715075000.0,0.09,2361726000.0,10754000.0,1274082000.0,71624000.0
0001445305-12-002528,750004,SCIENTIFIC GAMES CORP,SGMS,TECHNOLOGY,2012-06-30,8.55,2012-09-30,8.28,1.538074923165362,2123350000.0,-0.14,1682297000.0,,441053000.0,92767000.0
0001445305-12-002535,899629,ACADIA REALTY TRUST,AKR,CONSUMER SERVICES,2012-06-30,23.18,2012-09-30,24.82,0.8422844929546759,1854264000.0,0.15,954798000.0,,445688000.0,
0001445305-12-002543,913241,"STEVEN MADDEN, LTD.",SHOO,CONSUMER NON-DURABLES,2012-06-30,21.166999999999998,2012-09-30,29.147,0.988421724368452,777020000.0,0.63,236951000.0,26899000.0,540139000.0,
0001445305-12-002593,1360604,"HEALTHCARE TRUST OF AMERICA, INC.",HTA,CONSUMER SERVICES,2012-06-30,19.84,2012-09-30,19.56,-0.021205845105561345,2436867000.0,-0.08,958221000.0,-19322000.0,1475005000.0,229436425.0
0001445305-12-002860,1375365,"SUPER MICRO COMPUTER, INC.",SMCI,TECHNOLOGY,2012-06-30,15.86,2012-09-30,12.03,1.2426566291936914,589103000.0,0.13,250752000.0,5510000.0,338351000.0,
0001474098-12-000031,1474098,PEBBLEBROOK HOTEL TRUST,PEB,CONSUMER SERVICES,2012-06-30,23.31,2012-09-30,23.39,1.4336148450598876,1559380000.0,0.1,314204000.0,9864000.0,1241403000.0,52908195.0
